"AUDIO","TRANSCRIPCION","AUDIO_ORIGINAL"
"Cata segundo intento_250907_152047-05.wav","uu la casa. pero se supone que no están los siete enanitos","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-06.wav","solo está una chica muy joven cocinando","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-07.wav","los enanitos uu en búsqueda. se escondió en la casa y le dijo a una","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-08.wav","em","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-09.wav","cómo te llamás","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-10.wav","me llamo Blancanieves","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-11.wav","querés venir conmigo","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-12.wav","estoy acá","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-13.wav","si querés te puedo ayudar en algo","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-14.wav","ella le dijo no no necesito nada","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-15.wav","necesito comida","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-16.wav","solo eso","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-17.wav","y una casa","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-18.wav","bueno si querés podés estar acá conmigo por una noche","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152047-19.wav","fin","recording_Cata segundo intento_250907_152047.webm"
"Cata segundo intento_250907_152627-01.wav","había una vez","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-02.wav","una princ- una reina que vivía en un castillo muy grande","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-03.wav","tenía tenía una uu quería tener una","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-04.wav","y entonces ella pensó","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-05.wav","quiero que mi hija sea con piel blanca con unos ojos café y un lazo rojo como la manzana","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-06.wav","ella siempre estaba muy contenta esperango que salga","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-07.wav","pero un día había fallecido y su padre","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-08.wav","entonces vino una mujer y se casó con su con su padre antes de que muera","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-09.wav","la mujer parecía ser buena y adorable","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-10.wav","pero era una bruja?. quería matar a la bella niña Blancanieves","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-11.wav","entonces ella dijo","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-12.wav","y si mejor salgo de esta casa. o le digo a mi papá","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-13.wav","papá","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-14.wav","uu mi mamá nueva es una bruja","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-15.wav","no quiero tener esta mamá. me quiere matar","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-16.wav","no hija es una mujer muy adorable. no digas eso","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-17.wav","la bruja sabía que ella en cualqjuier momento iba a sospechar de algo de su plan","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-18.wav","ay mi amor creo que nuestra hija está investigando planes para sacarme de esta casa","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-19.wav","no mi amor no te preocupes que? yo? nunca la? voy a dejar","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-20.wav","mientras ella te? escuchaba estaba con unos llantos bien bien altos. se iba a inundar la casa","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-21.wav","pero dijo mejor me tranquilizo y salgo de esta casa","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-22.wav","se perdió en el bosque. la bruja había llamado un chico para que le saque el corazón","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-23.wav","pero el chico cuando llegó vio que era amable? y linda","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-24.wav","y entonces le dijo","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-25.wav","vete al bosque. vete","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-26.wav","que nadie te vea","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-27.wav","no le diré nada a la reina","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-28.wav","pero","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-29.wav","la bruja estaba viendo todo lo que pasaba","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-30.wav","entonces le sacó un corazón","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152627-31.wav","ella vivía en el bosque con sus animales muy tranquila. fin","recording_Cata segundo intento_250907_152627.webm"
"Cata segundo intento_250907_152754-01.wav","había una vez","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-02.wav","una bruja y una princesa","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-03.wav","una princesa vivía en el bosque muy tranquila y siempre estaba en el bosque llamando a sus animales estaba muy contenta. pero la bruja siempre que la saludaba a? la princesa le daba bolilla","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-04.wav","y ella siempre se ponía muy triste decía y si se olvidó que tenía? una amiga y si se olvidó de mi cumple","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-05.wav","y si no quiere ser mi ami-","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-06.wav","se puso a llorar pero la bruja le dijo","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-07.wav","no. es que no me gustan los colores","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-08.wav","no te gustan. vení. te voy a vestir de un color. y me decís cuál color te guste más. pero no me gusta","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-09.wav","ella le dijo no","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-10.wav","vas a probar colores hasta que uno te guste","recording_Cata segundo intento_250907_152754.webm"
"Cata segundo intento_250907_152754-11.wav","fin","recording_Cata segundo intento_250907_152754.webm"
"Cata_250907_141926-01.wav","había una vez un perrito que estaba caminando por la calle y se había encontrado una conejita muy bonita","recording_Cata_250907_141926.webm"
"Cata_250907_141926-02.wav","se enamoró de ella y corrió a su casa a buscar un globo para enamorarla","recording_Cata_250907_141926.webm"
"Cata_250907_141926-03.wav","pero el globo se había pinchado con una rama","recording_Cata_250907_141926.webm"
"Cata_250907_141926-04.wav","entonces se fue a su casita triste llorando y buscó una pelota","recording_Cata_250907_141926.webm"
"Cata_250907_141926-05.wav","estaba llegando al lugar en donde? estaba la dama conejita","recording_Cata_250907_141926.webm"
"Cata_250907_141926-06.wav","y entonces","recording_Cata_250907_141926.webm"
"Cata_250907_141926-07.wav","él jugaba muy bien a? su? juego? pero entonces le había pegado un un pelotazo sin querer. se puso triste y se fue a la casa. pensó en darle una rama","recording_Cata_250907_141926.webm"
"Cata_250907_141926-08.wav","pero tenía flores. entonces le dio una flor","recording_Cata_250907_141926.webm"
"Cata_250907_141926-09.wav","se había caído al lago cuando cruzó","recording_Cata_250907_141926.webm"
"Cata_250907_141926-10.wav","pero ella lo ayudó por? el amor de su corazón","recording_Cata_250907_141926.webm"
"Cata_250907_142245-01.wav","había una vez una niña que estaba caminando por el pasto","recording_Cata_250907_142245.webm"
"Cata_250907_142245-02.wav","se había encontrado una niña muy chiquitita que estaba con un globo y se le había escapado. la niña la vio sin? uu de? haber agarrado el globo","recording_Cata_250907_142245.webm"
"Cata_250907_142245-03.wav","y entonces siguió su camino","recording_Cata_250907_142245.webm"
"Cata_250907_142245-04.wav","cuando vio a un señor manejando ella de repente había encontrado una anciana pero no le dio paso","recording_Cata_250907_142245.webm"
"Cata_250907_142245-05.wav","siguió su camino y se encontró con una anciana","recording_Cata_250907_142245.webm"
"Cata_250907_142245-06.wav","la anciana estaba por cruzar la calle","recording_Cata_250907_142245.webm"
"Cata_250907_142245-07.wav","la agarró de la mano la anciana y fueron juntas caminando","recording_Cata_250907_142245.webm"
"Cata_250907_142245-08.wav","la la chica había com- cometido un error y se dio cuenta","recording_Cata_250907_142245.webm"
"Cata_250907_142245-09.wav","fin de la historia","recording_Cata_250907_142245.webm"
"Cata_250907_142321-01.wav","y entonces la chica había aprendido. se fue a su casa y después de eso había comido una sopa re calentita se había acostado para dormir y a la mañana siguiente ayudó a todas las personas que vinieron? al? fin?","recording_Cata_250907_142321.webm"
"Cata_250907_142321-02.wav","fin","recording_Cata_250907_142321.webm"
"Ciro segundo intento_250907_190440-01.wav","eh","recording_Ciro segundo intento_250907_190440.webm"
"Ciro segundo intento_250907_190440-02.wav","no sé qué decir","recording_Ciro segundo intento_250907_190440.webm"
"Ciro segundo intento_250907_190440-03.wav","eh unos niños unos monstruos estaban jugando con la pelota","recording_Ciro segundo intento_250907_190440.webm"
"Ciro segundo intento_250907_190440-04.wav","y de repente se rompió la pelo-","recording_Ciro segundo intento_250907_190440.webm"
"Ciro segundo intento_250907_190440-05.wav","terminé","recording_Ciro segundo intento_250907_190440.webm"
"Ciro segundo intento_250907_190801-01.wav","eh","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-02.wav","no sé qué decir","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-03.wav","unos perri-","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-04.wav","no sé","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-05.wav","no sé","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-06.wav","sí","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190801-07.wav","no","recording_Ciro segundo intento_250907_190801.webm"
"Ciro segundo intento_250907_190844-01.wav","eh había","recording_Ciro segundo intento_250907_190844.webm"
"Ciro segundo intento_250907_190844-02.wav","no me acuerdo nada","recording_Ciro segundo intento_250907_190844.webm"
"Ciro segundo intento_250907_190844-03.wav","me da vergüenza","recording_Ciro segundo intento_250907_190844.webm"
"Ciro tercer intento con auriculares_250907_192756-01.wav","unos? que estaban jugando a la pelota y de repente se rompió la pelota","recording_Ciro tercer intento con auriculares_250907_192756.webm"
"Ciro tercer intento con auriculares_250907_192912-01.wav","em había una vez un unos coneji- un conejito que su papá lo llamó y el conejito dijo","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_192912-02.wav","no. no quiero ir","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_192912-03.wav","y de repente el cone- el papá encontró una bruja malvada","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_192912-04.wav","en el medio del bosque","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_192912-05.wav","y después en el medio del bosque apareció el lobo el león el tigre","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_192912-06.wav","y de repente el papá conejo se asustó","recording_Ciro tercer intento con auriculares_250907_192912.webm"
"Ciro tercer intento con auriculares_250907_193310-01.wav","em mm unos perritos estaban","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-02.wav","eh no","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-03.wav","había una vez una zanahoria? que estaba caminando","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-04.wav","vio a un animal re salvaje","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-05.wav","y en el medio del bosque","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-06.wav","Ma esta es es igual a la de Bruno","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-07.wav","es igualita","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-08.wav","pero el de Bruno no tiene este juego","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-09.wav","eh muy bien? una zanahoria ya? terminó?","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-10.wav","cerremos?","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro tercer intento con auriculares_250907_193310-11.wav","en el medio del bosque apareció un gran lobo","recording_Ciro tercer intento con auriculares_250907_193310.webm"
"Ciro_250907_140940-01.wav","eh","recording_Ciro_250907_140940.webm"
"Ciro_250907_140940-02.wav","los monstruos se enojaron","recording_Ciro_250907_140940.webm"
"Ciro_250907_140940-03.wav","no sé nada más","recording_Ciro_250907_140940.webm"
"Ciro_250907_140940-04.wav","a la pelota","recording_Ciro_250907_140940.webm"
"Ciro_250907_140940-05.wav","se rompió","recording_Ciro_250907_140940.webm"
"Ciro_250907_140940-06.wav","sí no","recording_Ciro_250907_140940.webm"
"Juli_250907_145427-01.wav","yo entendí esto","recording_Juli_250907_145427.webm"
"Juli_250907_145427-02.wav","un perro agarra a mucha?","recording_Juli_250907_145427.webm"
"Juli_250907_145427-03.wav","para ir? a una","recording_Juli_250907_145427.webm"
"Juli_250907_145427-04.wav","y","recording_Juli_250907_145427.webm"
"Juli_250907_145427-05.wav","no","recording_Juli_250907_145427.webm"
"Juli_250907_145427-06.wav","tampoco. y el prim- y y el tercero","recording_Juli_250907_145427.webm"
"Juli_250907_145427-07.wav","se fueron","recording_Juli_250907_145427.webm"
"Juli_250907_145427-08.wav","primero se cayó y después se fueron","recording_Juli_250907_145427.webm"
"Juli_250907_145737-01.wav","unos bichitos","recording_Juli_250907_145737.webm"
"Juli_250907_145737-02.wav","a la pelota","recording_Juli_250907_145737.webm"
"Juli_250907_145737-03.wav","se pinchó","recording_Juli_250907_145737.webm"
"Juli_250907_145737-04.wav","sí","recording_Juli_250907_145737.webm"
"Juli_250907_145737-05.wav","sí","recording_Juli_250907_145737.webm"
"Juli_250907_145737-06.wav","que vaya a buscarla","recording_Juli_250907_145737.webm"
"Juli_250907_145737-07.wav","se enojó","recording_Juli_250907_145737.webm"
"Juli_250907_145737-08.wav","se fueron","recording_Juli_250907_145737.webm"
"Lauti_250907_142742-01.wav","había una vez un uu sentado y fue a jugar a la pelota","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-02.wav","después la pateó su amigo y se fue a otro lado","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-03.wav","y él no sabía","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-04.wav","y el y el otro dijo que vaya","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-05.wav","y el otro di- di- hizo un no y el otro lo obligó","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-06.wav","y fue a buscarla","recording_Lauti_250907_142742.webm"
"Lauti_250907_142742-07.wav","la encontró y el y su amigo jugó y el otro después se la sacó","recording_Lauti_250907_142742.webm"
"Lauti_250907_142803-01.wav","y se explotó la pelota. y se fueron","recording_Lauti_250907_142803.webm"
"Lauti_250907_143115-01.wav","un niño","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-02.wav","un perrito que vio a una perrita","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-03.wav","se enamoró y fue a buscar para peinarse","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-04.wav","se peinó y se despeinó. y entonces agarró su globo salió de la casa y con el árbol se le pinchó","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-05.wav","y después agarró su pelota y fue y la p- y le pegó a la perrita","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-06.wav","y entonces después agarró una flor y fue a uu la perrita","recording_Lauti_250907_143115.webm"
"Lauti_250907_143115-07.wav","listo","recording_Lauti_250907_143115.webm"
"Prueba_250912_105944-01.wav","había uno que estaba triste y el otro lo invitó a jugar a la pelota","recording_Prueba_250912_105944.webm"
"Prueba_250912_105944-02.wav","y se pusieron enojados porque uno no le pasaba la pelota al otro","recording_Prueba_250912_105944.webm"
"Prueba_250912_105944-03.wav","y después se pinchó la pelota","recording_Prueba_250912_105944.webm"
"Prueba_250912_105944-04.wav","y los dos se pusieron tristes","recording_Prueba_250912_105944.webm"
"Prueba_250912_110407-01.wav","había un perro que pas- que estaba caminando","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-02.wav","que estaba caminando y vio una perra","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-03.wav","y se enamoró tanto que fue a su casa y agarró un globo. fue caminando y se le pinchó. fue a su casa agarró la pelota empezó a hacer trucos","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-04.wav","y después se fue","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-05.wav","mientras caminaba le pegó a la perra con la pelota y se fue muy triste","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-06.wav","después le trajo una flor","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-07.wav","pero mientras caminaba se cayó por el puente","recording_Prueba_250912_110407.webm"
"Prueba_250912_110407-08.wav","y le dio la flor a la perra","recording_Prueba_250912_110407.webm"
"Sofi_250907_150932-01.wav","em","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-02.wav","era una persona que estaba triste y y vino otro y lo invitó a jugar","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-03.wav","y los dos se pusieron contentos","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-04.wav","y el otro y y uno se enojó","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-05.wav","y bueno","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-06.wav","después volvieron a jugar otra vez","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-07.wav","y","recording_Sofi_250907_150932.webm"
"Sofi_250907_150932-08.wav","y después uno jugó tanto que rompió la pelota y los dos se fueron tristes caminando","recording_Sofi_250907_150932.webm"
"Sofi_250907_151316-01.wav","había un perro que estaba paseando y de repente vino una perra y se enamoró","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-02.wav","y entonces se fue a casa agarró un globo y fue caminando a la perra pero mientras caminaba se le pinchó con? un? uu","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-03.wav","se? le? rom-? uu fue a la casa y agarró una pelota empezó a hacer trucos","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-04.wav","y después fue caminando a la perra pero sin querer la golpeó","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-05.wav","después se ve-? se fue a su casa tan tan tan tan tan tan tan tan triste","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-06.wav","uu","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-07.wav","que le llevó una rosa","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-08.wav","y","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-09.wav","y a ver? se cayó como de un puente cuando se estaba yendo la perra se acercó pero el perro estaba bien y le dio la flor","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-10.wav","y los dos se enamoran","recording_Sofi_250907_151316.webm"
"Sofi_250907_151316-11.wav","fin?","recording_Sofi_250907_151316.webm"
